CATEGORY,INCLUDE (1=yes; 0=no),DESCRIPTION,ROW_ID,,
Radiology,,"ULTRASOUND, AAA SCREENING",6,,
General,1,Cardiology Consult Follow-up,6,,
Radiology,,"MR BODY SCOUTS ONLY, NO CHARGE",6,,
Radiology,,MRA PELVIS,6,,
Physician ,1,Physician Resident / Attending Admission Note - MI,6,,
Radiology,,P NEONATAL HEAD PORTABLE PORT,6,,
Radiology,,OP T-SPINE IN O.R. PORT,6,,
Radiology,,MR 3D RENDERING W/O POST PROCESSING ON INDEPENDENT WS,6,,
Respiratory ,1,Respiratory Care Note,6,,
Radiology,,EMERGENCY RENAL U.S.,6,,
Radiology,,CT STEREOTAXIS W/O CONTRAST,6,,
Rehab Services,1,PMV Evaluation & Dispense,6,,
Radiology,,CT SINUS/MANDIBLE/MAXILLOFACIAL W/ CONTRAST,6,,
Radiology,,MRI NASO PHARYNX W & W/O CONTRAST,6,,
Radiology,,P HIP (UNILAT 2 VIEW) W/PELVIS (1 VIEW) PORT,6,,
Radiology,,P ORBITS PRE-MRI (WATERS LOOK UP&DOWN) PORT,6,,
Radiology,,CHEST (APICAL LORDOTIC ONLY),6,,
Radiology,,EXCHANGE PREV PLACED DRAINAGE CATHETER,6,,
Radiology,,SPINAL FLUORO,6,,
General,1,CCU Staff,6,,
Radiology,,MRI CHEST/MEDIASTINUM W/CONTRAST,6,,
Physician ,1,MICU attending Progress Note,6,,
Radiology,,CT PANC BX,6,,
Radiology,,CAROTID/CERVICAL UNILAT,6,,
Radiology,,US INTRA-OP 120 MINS,6,,
Radiology,,US INTR-OP 90 MINS,6,,
Radiology,,P CTA ABD W&W/O C & RECONS PORT,6,,
Radiology,,BONE MARROW SCAN,6,,
Radiology,,CC NON IONIC CONTRAST SUPPLY,6,,
General,1,EP fellow note,6,,
Radiology,,L MR ARM W/O CONTRAST LEFT,6,,
Radiology,,O HIP (UNILAT 2 VIEW) W/PELVIS (1 VIEW) IN O.R.,6,,
Radiology,,L 36216 2ND ORDER THOR/BRACHIOCEPHALIC LEFT,6,,
Radiology,,LIMITED EXTREM VENOUS US,6,,
Physician ,1,Resident Admission Note - CCU,6,,
Radiology,,LAB RECONSTRUCTIONS,6,,
Radiology,,"RO ANKLE (AP, MORTISE & LAT) RIGHT IN O.R.",6,,
Radiology,,R MR WRIST W&W/O CONTRAST RIGHT,6,,
Radiology,,"RO HAND (AP, LAT & OBLIQUE) RIGHT IN O.R.",6,,
Radiology,,O PELVIS PORTABLE IN O.R.,6,,
Radiology,,L UNILAT POST PROCEDURE MAMMOGRAM LEFT,6,,
Radiology,,B BILAT LOWER EXT VEINS BILAT,6,,
Radiology,,P BLADDER US PORT,6,,
Radiology,,ZEVALIN,6,,
Radiology,,XT RENAL BX W/RENAL MD,6,,
Radiology,,"RP ANKLE (AP, LAT & OBLIQUE) RIGHT PORT",6,,
Radiology,,"B BILAT HIPS (AP,LAT & AP PELVIS) BILAT",6,,
Radiology,,R FOOT (AP & LAT) SOFT TISSUE RIGHT,6,,
Radiology,,"PELVIS, EARLY OB US",6,,
Social Work,1,Social Work,6,,
Radiology,,LOWER EXTREMITY FLUORO WITHOUT RADIOLOGIST,6,,
Physician ,1,EP Follow-Up,6,,
Physician ,1,MICU Fellow Admission Note,6,,
Radiology,,P THYROID U.S. PORT,6,,
Radiology,,NON-IONIC 200 CC SUPPLY,6,,
Radiology,,R MR WRIST W/O CONTRAST RIGHT,6,,
Radiology,,R CT LOW EXT W/O C & RECONS RIGHT,6,,
Radiology,,L 50398 CHG NEPHROSTOMY UNILAT LEFT,6,,
Radiology,,R HAND FILM IN OR RIGHT,6,,
Radiology,,R MRA UPPER EXTREMITY RIGHT,6,,
Radiology,,"SEL CATH ART, 1ST ORDER",6,,
Radiology,,US THORACENTESIS NEEDLE/CATHETER ASP W IMAGING,6,,
Rehab Services,1,Attempted PMV Evaluation,6,,
Physician ,1,EP Physician Note,6,,
Radiology,,NASO-INTESTINAL TIBE PLACEMENT (W/FLUORO),6,,
Radiology,,VENA CAVA FILTER,6,,
Radiology,,L MRA LEG W&W/OC LEFT,6,,
Physician ,1,Cardiology consult note,6,,
Radiology,,R CTA UPPER EXT W&W/O C & RECONS RIGHT,6,,
Radiology,,L ART DUP EXT UP UNI OR LMTD LEFT,6,,
Radiology,,L MR HAND W/O&W/CONTRAST LEFT,6,,
Physician ,,EP consult note,6,,
Radiology,,INC/DRAINAGE ABSCESS COMPLEX,6,,
Radiology,,"LO FOOT AP,LAT & OBL LEFT IN O.R.",6,,
General,1,PGY1 Progress Note,6,,
Radiology,,INCOMPLETE/UNSCUCCESSFUL,6,,
Nursing,1,Nursing 0100 - 0700,5,,
Radiology,,PTA ILIAC,5,,
Radiology,,O SELLA TURCICA (2 VIEWS) IN O.R.,5,,
Case Management ,1,Case Management,5,,
Radiology,,MRA KIDNEY W/C (ABD),5,,
Radiology,,PERCU BALLON DILATION URETER,5,,
Nursing,1,Nursing admit 0001 - 0700,5,,
Radiology,,R UNILAT DIAGNOSTIC MAMMOGRAM RIGHT,5,,
Radiology,,L WRIST (AP & LAT) SOFT TISSUE LEFT,5,,
Radiology,,P EMERGENCY ABDOMEN U.S. PORT,5,,
Nursing,1,NURSING 1900-0700,5,,
Rehab Services,,PMV Evaluation/Dispense and Green-Dye Bedside Swal,5,,
Radiology,,CT SUBDIA & SUBPHRENIC DRAINAGE,5,,
Radiology,,R FOOT 1 VIEW RIGHT,5,,
General,1,Resident progress note,5,,
Radiology,,C-SPINE TRAUMA W/OBLS & FLEX & EXT 6 VIEWS,5,,
Physician ,1,CCU Resident Daily Progress Note,5,,
Nursing,1,Nursing 2300-0700,5,,
Physician ,1,Medical Student CCU Progress Note,5,,
Physician ,1,Critical care admit note,5,,
Radiology,,RP FOOT (AP & LAT) SOFT TISSUE RIGHT PORT,5,,
Radiology,,PR ABDOMEN (LAT DECUB ONLY) PORT RIGHT,5,,
Radiology,,CTC VIRTUAL COLONOGRAPHY W/O CONTRAST,5,,
Radiology,,MRA KIDNEY,5,,
Physician ,1,Medical Student - CCU,5,,
Radiology,,P ABDOMINAL FLUORO WITHOUT RADIOLOGIST PORT,5,,
Rehab Services,1,Deferred Swallow Follow Up,5,,
Radiology,,L HUMERUS (AP & LAT) SOFT TISSUE LEFT,5,,
Radiology,,REMOVE ENDOCAS VENA CAVA FILTER,5,,
Radiology,,L MR ELBOW W&W/O CONTRATS LEFT,5,,
Radiology,,P GUIDANCE/LOCALIZATION FOR NEEDLE BIOPSY US (S&I) PORT,5,,
Radiology,,THYROID BX BY RADIOLOGIST,5,,
Physician ,1,Physician Fellow /  Attending Progress Note - MICU,5,,
Radiology,,CT DESTUCT TUMOR EXTEN,5,,
Radiology,,OFFICE CONSULTATION,5,,
Physician ,1,ICU Attending Critical Care Note,5,,
Radiology,,"OL ANKLE (AP, LAT & OBLIQUE) IN O.R. LEFT",5,,
Radiology,,CT COLON TECH ABD/PEL W&W/O C,5,,
Physician ,1,Attending Admit Note,5,,
Radiology,,CISTERNOGRAM,5,,
Physician ,1,EP Consult Note,5,,
Radiology,,THYROID ABLATION: CARCINOMA,5,,
Radiology,,PR SHOULDER 1 VIEW PORT RIGHT,5,,
Radiology,,"RP HAND, AP & LAT. VIEWS RIGHT PORT",5,,
General,1,MICU Attending Admission Addendum,5,,
Physician ,1,ICU Attending Admit Note,5,,
Physician ,1,Resident Progress Note - CCU,5,,
Physician ,1,Physician Attending/ Resident Progress Note - MICU,5,,
Physician ,,Arterial Line Insertion Procedure Note,5,,
Radiology,,L NAVICULAR (SCAPHOID ONLY) 4 VIEWS LEFT,5,,
Radiology,,CT FISTULOGRAM S&I,5,,
Radiology,,CT GUID/MONIT VISCERAL TISSUE ABLATION,5,,
Physician ,1,EP Admission Note,5,,
Radiology,,"L KNEE (AP, LAT & TUNNEL) LEFT",5,,
Physician ,1,Daily ICU Note,5,,
Rehab Services,1,PMV and Swallowing Follow-Up,5,,
Radiology,,CT PLEURAL BX,5,,
Radiology,,#NAME?,5,,
Radiology,,MR CHEST/MEDIAATINUM W/O CONTRAST,5,,
Radiology,,PR BABYGRAM CHEST DECUB ONLY (71035) PORT RIGHT,5,,
Radiology,,MR DOUBLE DOSE CONTRAST,5,,
Physician ,1,CCU Attending Note,5,,
Physician ,1,TSICU progress note,5,,
Physician ,1,CCU Attending,5,,
Radiology,,RO WRIST(3 + VIEWS) RIGHT IN O.R.,5,,
Radiology,,RO UPPER EXTREMITY FLUORO WITHOUT RADIOLOGIST RIGHT IN O.R.,5,,
Radiology,,OR KNEE (2 VIEWS) IN O.R. RIGHT,5,,
Radiology,,"T ENDO, STENT GRAFT THORACIC ANYSM W/O SUBCLVN",5,,
Physician ,1,Surgical Intensivist Note,5,,
Radiology,,PR FOOT 2 VIEWS PORT RIGHT,5,,
Radiology,,P US RENAL ARTERY DOPPLER PORT,5,,
Radiology,,TRANS CATH INFUSSION,5,,
Radiology,,L UNILAT DIAGNOSTIC MAMMOGRAM LEFT,5,,
Physician ,1,ICU attending note,5,,
Physician ,1,Fellow Admission,5,,
Physician ,1,Progress Note CCU,5,,
Radiology,,THORACOSTOMY TUBE INSERTION FOR ABSCESS/HEMATHORAX,5,,
Radiology,,SPINAL FLUORO WITH RADIOLOGIST,5,,
Radiology,,LP HEEL (AXIAL & LATERAL) LEFT PORT,5,,
General,1,critical care attending note,5,,
Rehab Services,1,Physical Therapy Re- Evaluation Note,5,,
General,1,critical care attending PN,5,,
Radiology,,PELVIS SEL/SUPERSEL A-GRAM,5,,
Radiology,,"INC/DRAINAGE ABCESS, SGL OR SIMPLE",5,,
Physician ,1,MICU attending admission note,5,,
Radiology,,ASPIRATE PLEURA WITH IMAGING,5,,
Radiology,,"R ARTHROGRAM,SHOULDER RIGHT",5,,
Radiology,,B ELBOW (AP & LAT) SOFT TISSUE BILAT,5,,
Radiology,,B RENAL TRANSPLANT U.S. BILAT,5,,
Radiology,,"B SHOULDER (AP, NEUTRAL & AXILLARY) SOFT TISSUE BILAT",5,,
Physician ,1,Cardiology Fellow Note/ Addendum,5,,
Physician ,1,ICU Fellow Admission Note - MICU attending addendu,5,,
Radiology,,EXERCISE MIBI 2-DAY,5,,
Physician ,1,EP staff,5,,
Radiology,,B TIB/FIB (AP & LAT) SOFT TISSUE BILAT,5,,
Physician ,1,Physician Resident and Attending Admission Note,5,,
Radiology,,RP AP WRIST & HAND RIGHT PORT,5,,
Radiology,,EXT CAROTID BILAT,5,,
Radiology,,BABYGRAM CHEST & ABD (2 FILMS STANDARD),5,,
Radiology,,B CT LOW EXT W&W/O C BILAT,5,,
Radiology,,SML BOWEL VIA ENTROCLYSIS TUBE,5,,
Radiology,,P ART DUP EXT UP BILAT COMP PORT,5,,
General,1,EP Fellow,5,,
Radiology,,NEONATAL HIP,5,,
Radiology,,BO TIB/FIB (AP & LAT) BILAT IN O.R.,5,,
Radiology,,BO FEMUR (AP & LAT) BILAT IN O.R.,5,,
Radiology,,F/U TRANS CATH THERAPY,5,,
Physician ,1,MICU Attending Event Note,5,,
Physician ,1,Critical Care,5,,
Physician ,1,Physician Resident-Attending Progress Note,5,,
Radiology,,L ANKLE AP & LAT STANDING LEFT,5,,
Radiology,,OP PELVIS (AP ONLY) IN O.R. PORT,5,,
Radiology,,P SPLEEN ULTRASOUND PORT,5,,
Radiology,,MECH REM OBSTRUCTION GI TUBES,5,,
Radiology,,MAMMO NEEDLE LOCALIZATION RIGHT,5,,
General,1,Respiratory Care,5,,
Radiology,,P US INTR-OP 60 MINS PORT,5,,
Physician ,1,MICU Attending Addendum,5,,
Radiology,,"B FINGER(S),2+VIEWS BILAT",5,,
Radiology,,"O L-SPINE (AP,LAT,FLEX,EXT) IN O.R.",5,,
Radiology,,SPINE FLOURO (KEEL),5,,
Radiology,,LO ANKLE (2 VIEWS) LEFT IN O.R.,5,,
Radiology,,INJ PARAVERT F JNT L/S 1 LEV,4,,
Physician ,1,ICU Admission Note,4,,
General,1,Progress Note - Resident,4,,
Radiology,,LP PLEURAL ASP BY RADIOLOGIST LEFT PORT,4,,
Pharmacy,,Pharmacy - Methadone,4,,
Radiology,,L MRA UPPER EXTREMITY LEFT,4,,
Radiology,,"CT HEART W&W/O CONTRAST;GATING/3D;L&R VENT FUCTION,EJECTION FRACTION,WALL MOTION",4,,
Radiology,,"RP ELBOW, AP & LAT VIEWS RIGHT PORT",4,,
General,1,Cardiology Consult Note,4,,
Radiology,,PL FEMUR (AP & LAT) PORT LEFT,4,,
Radiology,,P FACIAL BONE (WATERS & LAT) PORT,4,,
Radiology,,FULL FETAL (COMPLETE FETAL & MATERNAL EVAL 18 WKS OR >),4,,
Radiology,,"UTERINE FIBROID EMBO, ALL INCLUSIVE",4,,
Physician ,1,ICU Physician Progress Note,4,,
General,1,MICU Attending Admit Note,4,,
Radiology,,PL BABYGRAM CHEST DECUB ONLY (71035) PORT LEFT,4,,
Rehab Services,1,Contact note,4,,
General,1,Respiratory Care Shift Note,4,,
General,1,RESIDENT PROGRESS NOTE-CCU,4,,
Pharmacy,,Tobramycin,4,,
Radiology,,FLUORO LOCALIZATION FOR NEEDLE BIOPSY,4,,
Physician ,1,MICU Resident/Attending Progress Note,4,,
Radiology,,ILEOGRAPHY/LOOPOGRAM,4,,
Physician ,1,Physician Admission Note,4,,
Radiology,,"PR FOOT AP,LAT & OBL PORT RIGHT",4,,
General,1,EP fellow,4,,
Radiology,,LP AP WRIST & HAND LEFT PORT,4,,
Radiology,,PICC LINE PLACMENT SCH,4,,
Radiology,,VENOGRAPHY IVC S&I,4,,
Radiology,,PR KNEE (2 VIEWS) PORT RIGHT,4,,
General,1,EP Service,4,,
Radiology,,FETAL BPP WITH MEASUREMENTS,4,,
Radiology,,L THUMB (AP & LATERAL) LEFT,4,,
Radiology,,INITIAL 2ND ORDER,4,,
Radiology,,MR NECK W/O CONTRAST,4,,
Radiology,,CT ETOH ABLATION/TPA INFUSION LIVER,4,,
Radiology,,PERC TRANSHEPATIC BILIARY DRAINAGE,4,,
Physician ,1,ICU intensivist,4,,
Respiratory ,,RESPIRATORY CARE,4,,
General,1,Cardiology fellow addendum,4,,
Physician ,1,Medical Student Progress Note CCU,4,,
Radiology,,P BX-NEEDLE LIVER BY RADIOLOGIST PORT,4,,
General,1,ICU Attending Progress Note,4,,
Radiology,,VIEW THORACIC SPINE,4,,
Nursing,1,Nursing Admission Note,4,,
General,1,Critical care attending PN,4,,
Physician ,1,ICU Critical Care Attending Note,4,,
Radiology,,L CTA UPPER EXT W&W/O C & RECONS LEFT,4,,
Rehab Services,,Green Dye Swallow Evaluation,4,,
Radiology,,P BLADDER VOLUMETRIC US PORT,4,,
Radiology,,INTRO INTRAVASCULAR STENT,4,,
Radiology,,INTRO INTRO EXTREMITY ARTERY,4,,
Radiology,,IVC GRAM,4,,
Radiology,,IVP WITH TOMOGRAPHY,4,,
Radiology,,"US BUTTOCKS, SOFT TISSUE",4,,
Radiology,,MR ARM W&W/O CONTRAST,4,,
General,1,Medical Student Admission Note - MICU,4,,
Social Work,1,Generic Note,4,,
Case Management ,1,DC planning,4,,
Physician ,1,MICU - Resident Progress Note,4,,
Radiology,,MIBG SCAN,4,,
Radiology,,"LO ELBOW (AP, LAT & OBLIQUE) LEFT IN O.R.",4,,
Radiology,,"INT/SHTH,EP,FXD CURVE/PELL AWY",4,,
Physician ,1,ICU Attending/Fellow Progress Note - MICU,4,,
Physician ,1,MICU attending admit note,4,,
General,1,Physician note,4,,
Radiology,,"LP SHOULDER (AP, NEUTRAL & AXILLARY) SOFT TISSUE LEFT PORT",4,,
Physician ,1,ICU Event Note - Family meeting,4,,
Physician ,1,ICU intensivist note,4,,
Radiology,,CT NECK W/CONT +RECONSTRUCTION,4,,
Radiology,,"OR KNEE (AP, LAT & OBLIQUE) IN O.R. RIGHT",4,,
Case Management ,1,Assessment & Discharge Planning Note,4,,
Physician ,1,MICU staff progress note,4,,
Radiology,,INJ/ASP INTERMED JT W/FLUORO,4,,
Radiology,,P ERCP BILIARY&PANCREAS BY GI UNIT PORT,4,,
Radiology,,EXERCISE MIBI MIBI,4,,
Radiology,,PENILE ULTRASOUND,4,,
Radiology,,L US MSK KNEE(PATELLA TENDON) LEFT,4,,
Physician ,,MICU Attg Addendum,4,,
Radiology,,"CT RFA LUNGS/PLEURA, UNILATERAL",4,,
Physician ,1,MICU attending PN,4,,
Radiology,,L US GUID NEEDLE PLACEMENT-BX/ASP/INJ/LOC LEFT,4,,
Physician ,1,MICU Attending note,4,,
Radiology,,PERC DILATATION INTRACRANIAL VASOSPASM;INITIAL VESSEL,4,,
General,1,MICU Fellow,4,,
General,1,critical care PN,4,,
Radiology,,"LP WRIST, AP & LAT VIEWS LEFT PORT",4,,
Radiology,,RO SHOULDER 1 VIEW RIGHT IN O.R.,4,,
Radiology,,LP ABDOMEN (WITH LAT DECUB) LEFT PORT,4,,
Radiology,,OR FOOT 2 VIEWS IN O.R. RIGHT,4,,
Radiology,,OP L-SPINE (AP & LAT) IN O.R. PORT,4,,
Radiology,,BP UPPER EXTREM VEINS US BILAT PORT,4,,
Radiology,,OL ANKLE (2 VIEWS) IN O.R. LEFT,4,,
Physician ,1,Resident Progress note,4,,
Radiology,,T ENDO STENT GRAFT THORAC ANEURYSM W/SUB,4,,
General,1,Attending Note,4,,
Physician ,1,Physician Resident /Attending Admission Note - MIC,4,,
Radiology,,P UNILAT BREAST US PORT,4,,
Radiology,,R INJ/ASP MAJOR JT W/FLUORO RIGHT,4,,
Radiology,,O PELVIS WITH JUDET VIEWS IN O.R.,4,,
Radiology,,B MR THIGH W&W/O CONTRAST BILAT,4,,
Physician ,1,Physician Fellow Progress Note -MICU attending add,4,,
Radiology,,"P PELVIS U.S., TRANSVAGINAL PORT",4,,
Radiology,,B CT LOW EXT W/O C & RECONS BILAT,4,,
Radiology,,P PANCREAS US PORT,4,,
Radiology,,"OL ELBOW, AP & LAT VIEWS IN O.R. LEFT",4,,
Physician ,1,Cardiology fellow admit note,4,,
Radiology,,MR-ANGIO HEAD W/OUT CONTRAST,4,,
Physician ,,EP Follow Up,4,,
Radiology,,CAUTERIZE GRANULATION TISSUE,4,,
Radiology,,NEPHROSTOGRAM,4,,
Radiology,,CENTRAL VENOUS LINE PLACEMENT,4,,
Radiology,,CERVICOCEREBRAL A-GRAM,4,,
Physician ,1,physician intensivist note,4,,
Physician ,,procedure note,4,,
Radiology,,NON-IONIC 100 CC,4,,
Case Management ,1,Family Meeting Note,4,,
Radiology,,RP UPPER EXTREM VEINS US RIGHT PORT,4,,
Physician ,1,Cardiology Follow-up,4,,
Radiology,,MRV ABDOMEN W/O CONTRAST,4,,
Radiology,,OP C-SPINE (PORTABLE) IN O.R. PORT,4,,
Rehab Services,1,Swallowing Therapy,4,,
Radiology,,PULMONARY EMBOECTOMY,4,,
Radiology,,B FOOT (AP & LAT) SOFT TISSUE BILAT,4,,
Radiology,,"RP WRIST, AP & LAT VIEWS RIGHT PORT",4,,
Physician ,1,Physician Progress Note CCU,4,,
Physician ,1,CCU Staff Note,4,,
Physician ,1,Fellow Admission note,4,,
Physician ,1,Fellow Admission Note/ Addendum,4,,
Physician ,1,Physician Progress Note - CCU,4,,
Physician ,1,Physician Progress Note,4,,
Radiology,,P MANDIBLE (PANOREX ONLY) PORT,4,,
Radiology,,"MYELOGRAM 2 OR MORE REGIONS, S&I",4,,
Radiology,,OPL LOWER EXTREMITY FLUORO WITHOUT RADIOLOGIST IN O.R. PORT LEFT,4,,
Radiology,,"C-SPINE, TRAUMA (WITH OBLS)",4,,
Radiology,,"O SKULL (CALDWELL, LFT LAT, TOWNES & BASE) IN O.R.",4,,
Radiology,,MRA CERVICAL SPINE,4,,
Physician ,1,Physician Resident/Atending Progress Note - MICU,4,,
Radiology,,STERNUM,4,,
Physician ,1,CCU Fellow Admit Addendum,4,,
Physician ,1,cardiology fellow note,4,,
Physician ,1,CVI Note,4,,
Radiology,,B KNEE 2 VIEW PORTABLE BILAT,4,,
Physician ,1,Physician Resident/Attending  Progress Note - MICU,4,,
Radiology,,B KNEE STANDING 2 VIEWS BILAT,4,,
Consult,1,Electrophysiology Consult Progress Note,4,,
Radiology,,CARDIAC PERFUSION PHARM 2-DAY,4,,
Physician ,1,Physician Felow/Attending Progress Note - MICU,4,,
Radiology,,RP KNEE( (SINGLE VIEW) RIGHT PORT,4,,
Physician ,,Resident / Attending Admit Notes,4,,
Radiology,,OP ABDOMINAL FLUORO WITHOUT RADIOLOGIST IN O.R. PORT,4,,
Radiology,,MR THIGH W&W/O CONTRAST,4,,
Radiology,,OB LOWER EXTREMITY FLUORO WITHOUT RADIOLOGIST IN O.R. BILAT,4,,
Physician ,1,Physician Resident and Attg Progress Note - MICU,4,,
Radiology,,O L-SPINE (WITH OBLIQUE) IN O.R.,4,,
Radiology,,OO C-SPINE NON-TRAUMA 2-3 VIEWS IN O.R. IN O.R.,4,,
Radiology,,CHEST WALL U.S. SCAN,4,,
Radiology,,THORACENTESIS W/TUBE INSERTION,4,,
Physician ,1,Resident Progress Not - MICU,4,,
Physician ,1,Attending Admission Note,4,,
Radiology,,BP CHEST (LAT DECUB ONLY) BILAT PORT,4,,
Radiology,,COCCYX,4,,
Radiology,,OB F/U WITH MEASUREMENT',4,,
Physician ,1,Resident Physician Progress Note - CCU,4,,
Radiology,,MR RECTAL W & W/O CONTRAST,4,,
Physician ,1,Cardiology Fellow Admit,4,,
Physician ,,Chest Tube Insertion,4,,
Radiology,,RP HUMERUS (AP & LAT) SOFT TISSUE RIGHT PORT,4,,
Radiology,,BP AP WRIST & HAND BILAT PORT,4,,
Physician ,1,EP f/u,4,,
Radiology,,R MAMMO CORE BIOPSY RIGHT,4,,
Radiology,,SPINAL CANAL CONTENTS US,4,,
Radiology,,R 93990 AVF/DUPLEX HEMO/DIAL ACCESS RIGHT,4,,
Radiology,,MRA TORSO (CHEST & ABD),4,,
Radiology,,THORACOLUMBAR (AP & LAT),4,,
Radiology,,R HIP 1 VIEW RIGHT,4,,
Radiology,,OR ANKLE (2 VIEWS) IN O.R. RIGHT,4,,
Radiology,,ABDOMEN SGL VIEW,4,,
Radiology,,BIL DUCT STONE EXT PERC OR T-TUBE,4,,
Radiology,,OO C-SPINE SGL 1 VIEW IN O.R. IN O.R.,4,,
Radiology,,O C-SPINE (SINGLE VIEW ONLY) IN O.R.,4,,
Physician ,,EP Device Interrogation,4,,
Case Management ,1,Discharge Plan - Update,4,,
Radiology,,R GLENO-HUMERAL SHOULDER (W/O Y VIEW) RIGHT,4,,
Physician ,1,Critical Care Staff Addendum,4,,
Physician ,,Bronchoscopy,4,,
Physician ,1,Cardiology Fellow Note,4,,
Radiology,,MR SPINAL CANAL W & W.O CONTRAST,4,,
Physician ,1,Physician Resident MICU Progression Note,4,,
Consult,1,Cardiology Follow-up,4,,
Radiology,,B US EXTREMITY NONVASCULAR BILAT,4,,
Radiology,,"P THOR SP,SINGLE FILM PORT",4,,
Radiology,,MRA THORACIC SPINE,4,,
Radiology,,"B WRIST, AP & LAT VIEWS BILAT",4,,
Physician ,1,Physician Resident Transfer Note: CCU,3,,
Radiology,,FULL FETAL LOW RISK,3,,
Radiology,,L US MSK WRIST LEFT,3,,
Radiology,,FIBRIN STRIPPING THRU LUMEN,3,,
Radiology,,"RO KNEE (AP, LAT & OBLIQUE) RIGHT IN O.R.",3,,
General,1,Resp Care,3,,
Physician ,1,FICU resident progress note,3,,
Case Management ,1,Initial Assessment Note,3,,
General,1,EP Admit H & P,3,,
Physician ,1,Cardiology HVMA,3,,
Physician ,1,MICU TRANSFER NOTE,3,,
Rehab Services,,Blue Dye Bedside Swallowing Evaluation,3,,
Radiology,,OOR TIB/FIB (AP & LAT) IN O.R. IN O.R. RIGHT,3,,
Rehab Services,,PMV & Swallow Evaluation,3,,
Physician ,1,Cardiology Consult Staff Note,3,,
Radiology,,P ABDOMEN US (COMPLETE STUDY) PORT,3,,
General,1,Surgery Progress note,3,,
Radiology,,OP CHEST (SINGLE VIEW) IN O.R. PORT,3,,
Radiology,,RP VENOUS DUP EXT UNI (MAP/DVT) RIGHT PORT,3,,
Radiology,,LP FOREARM (AP & LAT) SOFT TISSUE LEFT PORT,3,,
Radiology,,MRI PELVIS W/CONTRAST,3,,
Radiology,,"RP SHOULDER (AP, NEUTRAL & AXILLARY) SOFT TISSUE RIGHT PORT",3,,
Radiology,,LP GLENO-HUMERAL SHOULDER (W/O Y VIEW) LEFT PORT,3,,
Radiology,,B MR THIGH W/O CONTRAST BILAT,3,,
General,,A-line placement,3,,
Physician ,,EP NOTE,3,,
Physician ,,ICU Intubation Note,3,,
Physician ,1,Physician Attending Resident Admission Note - MICU,3,,
Radiology,,B MR LEG ANGIOGRAM BILAT,3,,
General,1,EP f/u,3,,
General,1,EP Note,3,,
General,1,Accept Note,3,,
General,1,EP fellow Note,3,,
Radiology,,RP WRIST (AP & LAT) SOFT TISSUE RIGHT PORT,3,,
General,1,Respiratory Care Note,3,,
Radiology,,"B KNEE, STANDING (AP & LAT IN 30 DEG FLEX) BILAT",3,,
Radiology,,LP HUMERUS (AP & LAT) SOFT TISSUE LEFT PORT,3,,
Physician ,1,Physician Resident and Attending Progress Note - M,3,,
Radiology,,L US MSK INJ SINGLE TEN/SHEATH/LIG LEFT,3,,
Radiology,,FLOW STUDY,3,,
Radiology,,P C-SPINE FLEX AND EXT ONLY 2 VIEWS PORT,3,,
General,1,MICU Resident Daily Progress Note,3,,
Physician ,1,Physician Resident and attending Progress Note,3,,
Rehab Services,,Passy Muir Speaking Valve Evaluation,3,,
General,1,EP follow-up,3,,
General,1,Physical Therapy,3,,
Radiology,,AORTO-ILIAC A-GRAM,3,,
Rehab Services,,Green Dye Bedside Swallow Evaluation,3,,
Radiology,,RO FOOT 2 VIEWS RIGHT IN O.R.,3,,
Radiology,,PL SHOULDER 2-3 VIEWS NON TRAUMA PORT LEFT,3,,
Physician ,,Cardioversion,3,,
Physician ,1,ICU Fellow Progress Note /attending addendum- MICU,3,,
Radiology,,"WIRE LOCALIZATION, LUNG",3,,
General,1,ICU Atending Progress note,3,,
Case Management ,1,Nursing 1900-  0700,3,,
Radiology,,INTRO BRACHIA,3,,
Physician ,1,Cardiology follow-up,3,,
Radiology,,SHUNT SERIES FOR NEONATES,3,,
Physician ,1,Physician Residentand Attending  Progress Note,3,,
Physician ,1,EP Progress Note,3,,
Radiology,,SHUNT STUDY,3,,
Radiology,,NON-IONIC LESS THAN 100CC,3,,
Radiology,,LO SHOULDER 2-3 VIEWS NON TRAUMA LEFT IN O.R.,3,,
Radiology,,R MR LEG ANGIOGRAM RIGHT,3,,
General,1,ICU Attending Event Note,3,,
Radiology,,LO HIP (UNILAT 2 VIEW) W/PELVIS (1 VIEW) LEFT IN O.R.,3,,
Radiology,,L ANKLE/FOOT (AP & LAT) SOFT TISSUE LEFT,3,,
Physician ,,Chest tube procedure note,3,,
Rehab Services,1,Speech and Swallow Follow Up,3,,
Physician ,1,Critical Care Attending Addendum,3,,
Radiology,,ACRI NLST 1 VIEW CHEST,3,,
Physician ,1,Critical Care Attending Addendum Note,3,,
Radiology,,"LO HAND, AP & LAT. VIEWS LEFT IN O.R.",3,,
Physician ,1,MICU Attending Admission,3,,
Radiology,,J TUBE REPOSITION,3,,
Radiology,,SEL EA ADD'L,3,,
Radiology,,ALL TYPES/SITES W/O PORT,3,,
Physician ,1,MICU Attending Admit Note,3,,
Radiology,,P BABYGRAM CHEST DECUB ONLY (71035) PORT,3,,
Radiology,,AMNIOCENTESIS BY OB,3,,
Radiology,,"LO KNEE (AP, LAT & OBLIQUE) LEFT IN O.R.",3,,
Radiology,,PERC REMOVE/SNARE/CAPTURE&REPLACE INT DWELL URETERAL STENT,3,,
